30001, 0.00804, 0.005
30002, 0.00133, 0.005
30003, 0.00273, 0.005
30004, 0.00347, 0.005
30005, 0.00175, 0.005
30006, 0.00169, 0.005
30007, 0.00200, 0.005
30008, 0.00248, 0.005
30009, 0.00351, 0.005
30010, 0.00248, 0.005
30011, 0.00195, 0.005
30012, 0.00165, 0.005
30013, 0.00101, 0.005
30014, 0.00259, 0.005
30015, 0.00072, 0.005
30016, 0.00175, 0.005
30017, 0.00455, 0.005
30018, 0.00278, 0.005
30019, 0.00314, 0.005
30020, 0.00136, 0.005
30021, 0.00174, 0.005
30022, 0.00234, 0.005
30023, 0.00160, 0.005
30024, 0.00206, 0.005
30025, 0.00196, 0.005
30026, 0.00179, 0.005
30027, 0.00135, 0.005
30028, 0.00158, 0.005
30029, 0.00065, 0.005
30030, 0.00246, 0.005
30031, 0.00530, 0.005
30032, 0.00272, 0.005
30033, 0.00139, 0.005
30034, 0.00123, 0.005
30035, 0.00373, 0.005
30036, 0.00128, 0.005
30037, 0.00352, 0.005
30038, 0.00151, 0.005
30039, 0.00426, 0.005
30040, 0.00284, 0.005
30041, 0.00171, 0.005
30042, 0.00211, 0.005
30043, 0.00145, 0.005
30044, 0.00313, 0.005
30045, 0.00267, 0.005
30046, 0.00122, 0.005
30047, 0.00129, 0.005
30048, 0.00212, 0.005
30049, 0.00175, 0.005
30050, 0.00283, 0.005
30051, 0.00125, 0.005
30052, 0.00127, 0.005
30053, 0.00519, 0.005
30054, 0.00185, 0.005
30055, 0.00138, 0.005
30056, 0.00102, 0.005
30057, 0.00181, 0.005
30058, 0.00189, 0.005
30059, 0.00144, 0.005
30060, 0.00284, 0.005
30061, 0.00234, 0.005
30062, 0.00222, 0.005
30063, 0.00157, 0.005
30064, 0.00108, 0.005
30065, 0.00346, 0.005
30066, 0.00190, 0.005
30067, 0.00123, 0.005
30068, 0.00355, 0.005
30069, 0.00229, 0.005
30070, 0.00196, 0.005
30071, 0.00192, 0.005
30072, 0.00243, 0.005
30073, 0.00129, 0.005
30074, 0.00147, 0.005
30075, 0.00167, 0.005
30076, 0.00234, 0.005
30077, 0.00209, 0.005
30078, 0.00753, 0.005
30079, 0.00404, 0.005
30080, 0.00152, 0.005
30081, 0.00162, 0.005
30082, 0.00177, 0.005
30083, 0.00102, 0.005
30084, 0.00209, 0.005
30085, 0.00151, 0.005
30086, 0.00123, 0.005
30087, 0.00155, 0.005
30088, 0.00391, 0.005
30089, 0.00227, 0.005
30090, 0.00150, 0.005
30091, 0.00242, 0.005
30092, 0.00160, 0.005
30093, 0.00276, 0.005
30094, 0.00261, 0.005
30095, 0.00127, 0.005
30096, 0.00156, 0.005
30097, 0.00146, 0.005
30098, 0.00268, 0.005
30099, 0.00159, 0.005
30100, 0.00216, 0.005
30101, 0.00189, 0.005
30102, 0.00164, 0.005
30103, 0.00102, 0.005
30104, 0.00112, 0.005
30105, 0.00299, 0.005
30106, 0.00211, 0.005
30107, 0.00307, 0.005
30108, 0.00197, 0.005
